question_id,explanation
2019_nrs_19_am056,"幼児を対象とする定期予防接種には水痘ワクチンがある。水痘ワクチンは1歳以上3歳未満で2回接種する。DTワクチン（二種混合）は11〜12歳が対象である。ロタウイルスワクチンは乳児が対象（生後6〜32週）。BCGワクチンは1歳未満（標準は生後5〜8か月）が対象であり、幼児期ではない。"
2019_nrs_19_am057,"大泉門の閉鎖が早すぎる場合は小頭症を疑う。大泉門は通常1歳半〜2歳頃に閉鎖する。2歳まで増大するのではなく、生後6か月頃から徐々に縮小する。大泉門の膨隆（陥没ではない）が髄膜炎の徴候である。大泉門は前頭骨と頭頂骨に囲まれた部分であり、後頭骨は関与しない（後頭骨と頭頂骨の間は小泉門）。"
2019_nrs_19_am058,"幼児の心肺蘇生における胸骨圧迫は、胸骨中央下部（胸骨の下半分）を圧迫する。幼児では片手または両手の手掌基部を用いる。示指と中指は新生児・乳児の二本指圧迫法である。圧迫回数は1分間に100〜120回が推奨される。胸骨圧迫と人工呼吸の比率は30:2（一人法）または15:2（二人法）である。"
2019_nrs_19_am059,"卵子の形成では減数分裂が起こり、染色体数が46本から23本に半減する。極体の放出は卵子形成の過程で起こり、精子形成では起こらない。成熟卵子はX染色体のみをもち（XまたはYではない）、精子がX染色体またはY染色体をもつ。精子は22本の常染色体と1本の性染色体（計23本）をもつ。"
2019_nrs_19_am060,"女子の思春期では、性腺刺激ホルモン放出ホルモン（GnRH）の分泌が増加し、FSH・LHの分泌を促進して月経が開始する。初経の発来は平均12歳頃（9歳ではない）である。身長の発育加速は月経開始前にピークを迎え、月経開始後には減速する。乳房の発育は陰毛発生より先に始まる（Tanner分類）。"
2019_nrs_19_am061,"正常な胎児心拍数陣痛図の所見として、胎児心拍数基線が110〜160bpmであることが挙げられる。基線細変動を認めないのは異常所見（non-reassuring fetal status）である。一過性頻脈がないのはノンリアクティブパターンで、反応性が低いことを示す。一過性徐脈は胎児機能不全の可能性を示唆する異常所見である。"
2019_nrs_19_am062,"子宮復古の観察では、褥婦の膝を伸展させて子宮底の高さを測定する。膝を屈曲させると腹壁が緊張し正確な触診が困難になるため伸展位が望ましい。観察は排尿後（排尿前ではない）に行う。膀胱充満は子宮を押し上げるためである。褥婦には仰臥位をとってもらい、子宮底長は恥骨結合上縁から測定する。"
2019_nrs_19_am063,"妊娠36週の妊婦は1週後の受診が推奨される。妊婦健康診査の標準的なスケジュールでは、妊娠初期〜23週は4週に1回、24〜35週は2週に1回、36週以降は1週に1回の受診が推奨されている。後期は母体・胎児の状態変化が急速に起こりうるため、頻回な健康管理が必要となる。"
2019_nrs_19_am064,"災害派遣精神医療チーム（DPAT）は被災地域の精神科医療機関と連携して活動する。DPATは都道府県が組織する（厚生労働省ではない）チームで、精神科医、看護師、業務調整員で構成される。先遣隊は発災後48時間以内に活動を開始する。派遣チームの食事は自己完結型で自ら準備する。"
2019_nrs_19_am065,"平成16年の精神保健医療福祉の改革ビジョンでは、地域生活支援の強化が示された。「入院医療中心から地域生活中心へ」という基本方針のもと、退院促進と地域移行を推進する内容である。任意入院制度は昭和62年の精神保健法で新設されたものであり、この改革ビジョンの内容ではない。"
2019_nrs_19_am066,"アカシジアは抗精神病薬の錐体外路症状の一つで、静座不能・落ち着きのなさを特徴とする。足のムズムズ感や歩き回りたい衝動が典型的な症状である。ジストニアは筋肉の持続的な収縮（斜頸など）、ジスキネジアは口唇などの不随意運動、ミオクローヌスは突発的な筋収縮であり、それぞれ異なる症状である。"
2019_nrs_19_am067,"精神保健福祉法に基づく隔離では、開始した日時とその理由を診療録に記載することが義務付けられている。隔離の理由は開始時に患者に説明する（解除時ではない）。隔離室は1患者1室が原則で、2人同時の入室は認められない。隔離の開始は精神保健指定医が判断する（委員会ではない）。"
2019_nrs_19_am068,"高齢者の屋内での転倒予防と自立促進には、移動の前に立ちくらみの有無を確認することが適切である。起立性低血圧は高齢者の転倒の主要な原因の一つである。車椅子への完全な移行は自立を妨げる。スリッパは滑りやすく転倒リスクが高い。手すりのない場所でも杖などを活用して歩行することが自立支援につながる。"
2019_nrs_19_am069,"筋萎縮性側索硬化症（ALS）で気管切開下の人工呼吸器使用患者への訪問看護は、医療保険から給付される。末期の悪性腫瘍、難病等の特定疾患、人工呼吸器使用の場合は介護保険ではなく医療保険が優先される。特別訪問看護指示書は急性増悪時に交付されるものであり、通常の訪問看護とは異なる。複数の訪問看護事業所の利用も可能である。"
2019_nrs_19_am070,"高齢者の便秘への助言として、毎日朝食後に便座に座ることが適切である。胃結腸反射を利用し、排便習慣をつけることが重要である。就寝前の水500mLは夜間頻尿の原因となる。1日1万歩は85歳の高齢者には過度な運動量である。蛋白質より食物繊維を多めに摂ることが便秘改善に有効である。"
2019_nrs_19_am071,"膀胱留置カテーテル挿入中の介護では、尿に浮遊物がないか確認することが重要である。浮遊物は感染徴候を示す可能性がある。褥瘡治療中も陰部の清潔保持は必要であり洗浄は行う。蓄尿バッグの排液は一定量溜まった時に行い、体位変換ごとでは過剰である。カテーテルは大腿ではなく下腹部に固定するのが望ましい。"
2019_nrs_19_am072,"要介護5の利用者が最も多い介護サービスは訪問入浴介護である。訪問入浴介護は重度の要介護者を対象とし、自宅での入浴が困難な人に浴槽を搬入して入浴を提供するサービスである。訪問介護、訪問看護、居宅介護支援は幅広い要介護度の利用者が対象であり、要介護5の割合は訪問入浴介護ほど高くない。"
2019_nrs_19_am073,"医療法における医療計画には在宅医療が含まれる。医療計画は都道府県が策定する（国ではない）。6年ごとに見直される（3年ごとではない）が、中間年で在宅医療等については見直しが行われる。病床の整備（基準病床数の設定）も医療計画の重要な内容として含まれている。"
2019_nrs_19_am074,"災害対策基本法には物資の備蓄に関する規定が含まれている。国や地方公共団体は、災害に備えて食料、飲料水、医薬品等の物資を備蓄する責務を負う。避難所の設置は災害救助法に基づく。災害障害見舞金は災害弔慰金の支給等に関する法律で規定される。救護班による医療提供は災害救助法に基づく。"
2019_nrs_19_am075,"2015年のOECD報告書では、日本の高齢化率が加盟国の中で最も高いことが示されている。日本の喫煙率はOECD平均より低いが最も低くはない。人口千人当たりの病床数は最も多い（少ないではない）。GDPに対する医療費の割合はアメリカなどより低く、最も高くはない。"
2019_nrs_19_am076,"眼球に入る光の量を調節するのは虹彩である。虹彩は瞳孔散大筋と瞳孔括約筋を含み、瞳孔の大きさを変化させることで光量を調節する。瞳孔は虹彩中央の開口部であり、光が通過する場所である。角膜は光を屈折させ、水晶体はピント調節、毛様体は水晶体の厚さを変化させる役割を担う。"
2019_nrs_19_am077,"核酸の最終代謝産物に尿酸が含まれる。核酸を構成するプリン塩基（アデニン、グアニン）が代謝されて尿酸が生成される。血中尿酸値が上昇すると痛風や尿路結石の原因となる。リン脂質やコレステロールは脂質代謝、中性脂肪はグリセロールと脂肪酸に分解、グルコースはCO2とH2Oに代謝される。"
2019_nrs_19_am078,"排尿時に収縮するのは膀胱平滑筋（排尿筋）である。副交感神経の興奮により膀胱平滑筋が収縮し、同時に内尿道括約筋と外尿道括約筋が弛緩することで排尿が起こる。尿管は蠕動運動により尿を膀胱に運ぶが、排尿時の収縮ではない。尿道は尿の通過路であり能動的な収縮はしない。"
2019_nrs_19_am079,"重症筋無力症は自己免疫疾患である。神経筋接合部のアセチルコリン受容体に対する自己抗体が産生され、神経から筋肉への信号伝達が障害される。女性に多く（男性ではない）、若年層と高齢者に二峰性の発症ピークがある。症状は夕方に増悪し（朝ではない）、易疲労性が特徴的である。心肥大は生じない。"
2019_nrs_19_am080,"成人の気管内吸引では、実施前に咽頭部の分泌物を先に吸引する。これにより気管チューブ挿入時に咽頭の分泌物を気管内に押し込むことを防ぐ。吸引圧は-20kPa（150mmHg）以下が適切。カテーテルの外径は気管チューブ内径の1/2以下を使用する。吸引は10〜15秒以内で行い、気管分岐部より深く挿入しない。"
2019_nrs_19_am081,"交感神経の作用には散瞳と精神性発汗がある。散瞳は瞳孔散大筋の収縮による。精神性発汗（手掌・足底）は交感神経のコリン作動性線維による。腸蠕動の促進は副交感神経の作用。排尿筋の収縮も副交感神経の作用。グリコーゲン合成の促進は副交感神経（インスリン）の作用であり、交感神経はグリコーゲン分解を促進する。"
2019_nrs_19_am082,"気管は胸骨角の高さで左右の主気管支に分岐する。気管軟骨はC字型（馬蹄形）であり、完全な筒状ではない。後方は膜様部で食道と接している。交感神経の働きで気管支は拡張（収縮ではない）する。吸息相では胸腔内圧が陰圧になり、それに伴い気管内圧も陰圧となる。頸部では気管は食道の腹側（前方）に位置する。"
2019_nrs_19_am083,"食道癌では飲酒が危険因子であり、胸部中部食道に好発する。男性に多く（女性ではない）、日本では扁平上皮癌が多い（腺癌ではない）。放射線感受性は比較的高い（低くない）ため、放射線療法が治療選択肢の一つとなる。喫煙と飲酒の相乗効果で発症リスクがさらに上昇する。"
2019_nrs_19_am084,"急性膵炎では重症度判定に造影CTが重要であり、初発症状は上腹部痛である。成因は日本ではアルコール性が最も多く（胆石性より多い）、2番目が胆石性である。血中アミラーゼ値は上昇する（低下ではない）。疼痛管理のための鎮痛薬投与は禁忌ではなく、積極的に行う。"
2019_nrs_19_am085（不備問題複数回答）,"もやもや病は遺伝的要因が関与する進行性の脳血管閉塞症であり、指定難病に認定されている。内頸動脈終末部が徐々に狭窄・閉塞し、代償的に脳底部に側副血行路（もやもや血管）が発達する。本問は不備問題として、B「遺伝的要因が関与する」、C「病変はくも膜下腔にある」、D「進行性の脳血管閉塞症である」の3つが正答として認められた。もやもや血管はくも膜下腔を走行する脳底部の血管に生じるため、Cも正答とされた。ウイルス感染との関連は確認されていない。"
2019_nrs_19_am086,"医療介護総合確保推進法で推進するのは地域包括ケアシステムと地域医療構想である。地域包括ケアシステムは高齢者が住み慣れた地域で医療・介護・予防・住まい・生活支援を一体的に受けられる体制。地域医療構想は将来の医療需要に応じた病床機能の分化・連携を推進する。子育て支援や障害者支援は別の法律に基づく。"
2019_nrs_19_am087,"アルコール依存症の一次予防（発症予防）には、年齢確認による入手経路の制限と小学生への健康教育が該当する。一次予防は疾病の発生を未然に防ぐことを目的とする。スクリーニングテストは二次予防（早期発見）、精神科デイケアや患者会への参加は三次予防（リハビリテーション）に該当する。"
2019_nrs_19_am088,"医療法で規定されているのは特定機能病院と医療安全支援センターである。特定機能病院は高度の医療を提供する病院として医療法で位置づけられている。医療安全支援センターも医療法に基づき各都道府県に設置される。保健所は地域保健法、市町村保健センターも地域保健法、地方衛生研究所は通知に基づく設置である。"
2019_nrs_19_am089,"終末期がん患者にみられる悪液質の徴候は食欲不振と体重減少である。がん悪液質は代謝異常による体重減少、筋肉量の減少、食欲不振を特徴とする症候群である。末梢神経障害は化学療法の副作用、リンパ浮腫はリンパ節郭清後の合併症、がん疼痛は腫瘍による組織障害が原因であり、いずれも悪液質の直接的な徴候ではない。"
2019_nrs_19_am090,"WHOの主要な活動は保健事業の技術的協力と感染症の撲滅事業の促進である。WHOは国際的な保健分野の指導的機関として、各国への技術支援や感染症対策を推進する。児童労働の撲滅はILO（国際労働機関）、飢餓からの解放はFAO（国連食糧農業機関）やWFP（世界食糧計画）、労働条件の改善はILOの活動である。"
2019_nrs_19_am091,"Aさんの呼吸困難の原因として考えられるのは胸水と貧血である。胸水は肺の拡張を制限し呼吸困難を引き起こす。貧血は酸素運搬能の低下により組織の酸素供給が不足し呼吸困難を生じる。問題文の状況設定に基づき、気胸やCO2ナルコーシス、呼吸性アルカローシスは現在の病態と合致しない。"
2019_nrs_19_am092,"セミファウラー位（半坐位）は呼吸困難の緩和に適した体位である。上半身を30〜45度挙上することで横隔膜が下降し、肺の拡張が促進される。また、右側胸水がある場合は右側臥位は患側を下にすることになるが、セミファウラー位はどちらの胸水にも対応でき、夜間の呼吸苦の緩和に最も効果的である。"
2019_nrs_19_am093,"終末期の呼吸困難がある患者の家族には、タッチングがAさんの安心感につながることを説明する。身体的接触は患者に安心感を与え、不安や苦痛の軽減に効果がある。場所の混乱を否定しないという対応は認知症患者への対応であり状況が異なる。口腔内吸引は苦痛を伴う処置である。家族の面会を制限する必要はない。"
2019_nrs_19_am094,"Aさんの状態から糖尿病性神経障害が疑われる。糖尿病の三大合併症の一つである末梢神経障害では、手足のしびれ、感覚鈍麻、自律神経障害などが出現する。問題の文脈から、Aさんは2型糖尿病の患者であり、末梢の感覚異常が認められている。緑内障は糖尿病性網膜症とは異なる疾患である。"
2019_nrs_19_am095,"末期腎不全で全身浮腫、呼吸苦を呈しているAさんの症状の原因は心不全と考えられる。腎不全による体液過剰（水分・ナトリウムの貯留）が心臓への前負荷を増大させ、うっ血性心不全を引き起こす。呼吸苦は肺うっ血によるものである。貧血は腎不全に伴うが、急激な呼吸苦の主因ではない。カリウムは上昇（低下ではない）する。"
2019_nrs_19_am096,"維持血液透析を受ける患者の医療費負担軽減には自立支援医療（更生医療）が適用される。障害者総合支援法に基づく制度で、身体障害者手帳を取得した上で申請する。人工透析は高額な医療費がかかるため、自立支援医療により自己負担が軽減される。医療扶助は生活保護法、訪問看護療養費は在宅医療に関する制度である。"
2019_nrs_19_am097,"転倒予防のためには、ベッドの高さを座った時に膝関節が90度になるように調整することが適切である。この高さにより安全に立ち上がりや着座が可能になる。点滴スタンドの固定は移動を制限する。ポータブルトイレや離床センサーは現時点の患者の状態（自立歩行が可能な場合）には過剰な対応となる。"
2019_nrs_19_am098,"Aさんの症状（傾眠、見当識障害、注意力散漫、会話内容の変動）はせん妄の特徴である。せん妄は急性の意識障害で、入院という環境変化や身体疾患が誘因となる。うつ病は意欲低下が主体、ナルコレプシーは日中の過度の眠気の発作、急性ストレス反応はトラウマ体験後に出現し、いずれもAさんの症状パターンとは異なる。"
2019_nrs_19_am099,"退院時の指導として、上腹部の痛みがあったら受診するよう説明するのが適切である。胆石症や胆管炎の既往がある患者は再発の可能性があり、上腹部痛は再発の警告症状となる。食事内容は脂肪分の制限が必要で無制限ではない。適度な運動は推奨される。入浴は特に制限されない。"
2019_nrs_19_am100,"パーキンソン病患者への歩行指導では、足踏みをしてから歩くようにすることが適切である。パーキンソン病ではすくみ足が特徴的であり、足踏みにより歩行の開始を促す効果がある。方向転換は素早く行うとバランスを崩しやすい。目線は前方に向ける。すり足歩行はパーキンソン病の症状であり改善すべき対象である。"
2019_nrs_19_am101,"認知症のAさんがトイレ後に自室に戻れなかった対応として、部屋の前にAさんが認識しやすい目印を掲示することが最も適切である。見当識障害のある認知症患者が自室を認識できるよう環境を整備する方法である。2時間ごとの覚醒は睡眠の質を低下させる。尿器の使用は自立を妨げる。部屋の入れ替えは根本的な解決にならない。"
2019_nrs_19_am102,"「もっと歩けるようになりたい」というAさんの希望には、通所リハビリテーション（デイケア）が最も適切である。理学療法士等の専門職によるリハビリテーションを通じて身体機能の向上を図ることができる。訪問介護は生活援助、療養通所介護は重度要介護者向け、認知症高齢者グループホームは入所施設であり、Aさんのニーズと合致しない。"
2019_nrs_19_am103,"脱水が疑われる患者の入院時に確認すべき症状として、腹痛と意識レベルが優先される。脱水による電解質異常は腹痛や意識障害を引き起こす可能性があり、重症度の指標となる。咳嗽は呼吸器症状、浮腫はむしろ体液過剰、発疹はアレルギーや感染症の症状であり、脱水の直接的な評価項目ではない。"
2019_nrs_19_am104,"インスリン自己注射に抵抗を示すA君（学童期）への対応として、同年代の糖尿病患児と話す機会を作ることが適切である。ピアサポートにより、自分と同じ状況にある仲間の存在を知ることで受容が促進される。必要性の繰り返し説明は拒否を強める可能性がある。母親への依存は自立を妨げる。退院条件としての提示はプレッシャーとなる。"
2019_nrs_19_am105,"糖尿病のA君が低血糖を起こしている状況から、学校での運動量の確認が優先される。インスリン注射と食事管理はできているが、運動量が増えると低血糖のリスクが高まる。給食は楽しく食べているとの発言から摂取量は問題ないと考えられる。インスリン自己注射への認識や注射場所は現時点では問題が示唆されていない。"
2019_nrs_19_am106,"問題の状況設定から、Aさんは正常な妊娠経過をたどっている。妊娠初期の検査値や症状が正常範囲内であれば、陣痛発来（分娩開始の徴候がない）、胎児発育不全（胎児の推定体重が正常範囲）、妊娠高血圧症候群（血圧や蛋白尿の異常がない）はいずれも該当しない。"
2019_nrs_19_am107,"妊娠後期の頻尿は、増大した子宮が膀胱を圧迫することによる生理的な変化である。排尿時痛や残尿感がないことから感染症は否定的であり、分娩後には子宮の圧迫がなくなるため改善する可能性が高いと説明するのが適切である。水分摂取の促進は頻尿を悪化させる。睡眠薬の処方は妊婦には慎重であるべきである。"
2019_nrs_19_am108,"初めての育児に不安を感じるAさんへの対応として、育児について不安に思っている内容を一緒に確認することが最も適切である。まず患者の不安の内容を具体的に把握することで、適切な支援につなげることができる。新生児訪問指導への先送り、夫への要求、実母以外の支援者探しはいずれも現時点での不安への直接的な対応ではない。"
2019_nrs_19_am109,"新生児の体温保持で、羊水をふき取ることにより予防される熱喪失経路は蒸散である。蒸散は体表面の水分が蒸発する際に体熱を奪う現象で、羊水で濡れた新生児に最も影響が大きい。インファントラジアントウォーマーは輻射による加温（対流の防止ではない）。温めた寝具は伝導による熱喪失を防ぐ。風の防止は対流を防ぐ。"
2019_nrs_19_am110,"母児同室開始時の説明として、新生児室への移動時にはコットに寝かせて移動することが適切である。新生児の転落事故防止と感染予防の観点から安全な移動方法である。ネームバンドは入院中は常に装着し外さない。体温測定は1時間ごとでは過剰で、通常は4〜6時間ごとである。授乳は児の要求に応じた自律授乳が推奨される。"
2019_nrs_19_am111,"生後3日の新生児で生理的特徴から逸脱しているのは体重減少率である。出生体重2,850gから2,680gへの減少は約6.0%であり、生理的体重減少は出生体重の3〜5%が一般的な範囲である。6%の減少は注意が必要なレベルであり、10%を超えると病的とされる。体温37.0℃は新生児の正常範囲（36.5〜37.5℃）内。呼吸数40/分は正常範囲（40〜60/分）内。顔面と胸部の黄染は生後2〜3日に出現する生理的黄疸として正常。皮膚の落屑は成熟児に見られる正常所見である。"
2019_nrs_19_am112,"うつ病で入院した患者の情報聴取では、最近1か月の生活状況の確認が優先度が高い。発症前の生活の変化や症状の経過を把握することで、治療計画の立案に役立つ。業務量の変化や職場の人間関係は重要だが、まず全体的な生活状況を把握した上で詳細な情報を収集する。無断欠勤に対する親の反応は治療の優先事項ではない。"
2019_nrs_19_am113,"発達障害の特性をもつAさんへの対応として、文字や図を用いて説明することが適切である。視覚的な情報提示は、口頭の説明だけでは理解が難しい場合に有効である。確認を繰り返す理由を尋ねることは不安を増強させる可能性がある。複数の情報の同時提供は混乱を招く。状況判断を求める指示は特性上困難である。"
2019_nrs_19_am114,"仕事で混乱した時の対処として、1人で落ち着ける場所に移動することが適切な助言である。クールダウンの時間と場所を確保することで、パニック状態からの回復を図ることができる。他者からの視線を意識させる助言は不安を増強する。多くの人からのアドバイスは情報過多で混乱を招く。混乱の原因の説明は状態が落ち着いてから行うべきである。"
2019_nrs_19_am115,"退院前カンファレンスで最も優先度が高い確認内容は、退院後の生活でAさんが行いたいことである。患者の意思を尊重した退院支援が基本であり、本人の希望に基づいてサービスを調整する。看取りの場所は終末期の重要な話題だが、まずは日常生活の希望を確認する。ストーマ管理やリハビリの必要性は個別の課題として別途対応する。"
2019_nrs_19_am116,"フェンタニル貼付剤の使用指導では、交換時に家族が貼付面に触れないようにすることが重要である。フェンタニルは経皮吸収されるため、家族が貼付面に触れると薬剤の体内吸収が起こる危険性がある。副作用の便秘は下剤で対応し、貼付を中止する理由にはならない。残薬は薬局に返却する。レスキュー薬には使用間隔の規定がある。"
2019_nrs_19_am117,"在宅看取りに向けた訪問看護師の対応として、今後起こりうる状態の変化を妻に説明することが適切である。予測される変化（意識レベルの低下、呼吸パターンの変化、チアノーゼなど）を事前に伝えることで、家族の不安を軽減し心の準備を支援する。高カロリー輸液は終末期には不適切。清潔ケアは家族の参加が望ましい。常にそばにいる必要はない。"
2019_nrs_19_am118,"Aさんの症状は構音障害である。構音障害は発声や発音に関わる筋肉や神経の障害により、言葉が不明瞭になる症状である。脳梗塞による運動野の障害で生じる。痙縮は筋緊張の亢進、失語は言語の理解や表出の障害（Broca失語やWernicke失語）、パーキンソニズムは振戦や固縮を特徴とし、いずれも本症例の所見とは異なる。"
2019_nrs_19_am119,"転院先の医療機関に提供する情報で最も優先するのは診療情報提供書である。現在の病状、治療経過、処方内容、リハビリテーションの状況など、医療継続に必要な情報が集約されている。要介護認定の申請書や身体障害者手帳の申請書は行政手続きであり、転院時の医療情報としては優先度が低い。車椅子の機種は付随的情報である。"
2019_nrs_19_am120,"脳梗塞後のリハビリテーションを経て退院するAさんが自宅で使用する補助具として、健側で操作できるL字型手すりや移乗に適した介護用ベッド柵などが適切である。片麻痺の患者が安全にベッドからの立ち上がりや移動を行えるよう、健側を活用できる環境設定が重要である。"
2019_nrs_19_pm001,"平成29年の簡易生命表における女性の平均寿命は87.26年であり、最も近いのは87年である。日本人女性の平均寿命は世界トップクラスであり、男性（81.09年）より約6年長い。77年や82年は過去の値、92年は現時点では達していない数値である。"
2019_nrs_19_pm002,"平成29年の国民健康・栄養調査では、20歳以上の男性における喫煙習慣者の割合は約29.4%であり、最も近いのは30%である。男性の喫煙率は年々低下傾向にあるが、女性（約7.2%）と比較するとまだ高い。10%は女性の値に近く、40%は過去の喫煙率に近い数値である。"
2019_nrs_19_pm003,"じん肺に関係する物質はアスベスト（石綿）である。アスベストの吸入により石綿肺（アスベスト肺）が発症し、さらに悪性中皮腫や肺がんのリスクが高まる。フロンはオゾン層破壊、ダイオキシン類は環境汚染物質、ホルムアルデヒドはシックハウス症候群の原因物質であり、いずれもじん肺とは直接関係しない。"
2019_nrs_19_pm004,"日本において国民皆保険制度となっているのは医療保険である。1961年に国民皆保険が達成され、すべての国民がいずれかの公的医療保険に加入することが義務付けられている。介護保険は40歳以上が対象、雇用保険と労災保険は被用者が対象であり、すべての国民を対象とした皆保険制度ではない。"
2019_nrs_19_pm005,"保健師助産師看護師法で規定されている看護師の義務は、業務上知り得た人の秘密を漏らさないこと（守秘義務）である。第42条の2に規定されており、違反した場合は罰則が科される。研究の義務は規定されていない。看護記録の保存は医療法に基づく。健康保持増進は努力義務として規定されている。"
2019_nrs_19_pm006,"エリクソンの発達理論において、青年期に生じる葛藤は「同一性対同一性混乱」である。自己同一性（アイデンティティ）の確立がこの時期の発達課題となる。「生殖性対停滞」は壮年期、「勤勉性対劣等感」は学童期、「自主性対罪悪感」は幼児前期の発達課題である。"
2019_nrs_19_pm007,"乳児期における呼吸の型は腹式呼吸である。乳児は横隔膜の運動が呼吸の主体であるため腹式呼吸となる。成長に伴い胸郭の発達とともに胸腹式呼吸へと移行する。肩呼吸は呼吸困難時に見られる異常な呼吸パターンであり、正常な発達段階の呼吸型ではな���。"
2019_nrs_19_pm008,"老年期にみられる身体的変化として血管抵抗の増大がある。動脈壁の弾性線維が減少し、血管壁が硬化することで末梢血管抵抗が増大し、収縮期血圧が上昇する。消化管の運動は低下（亢進ではない）する。水晶体の弾性は低下（増大ではない）し老眼となる。メラトニン分泌量は減少（増加ではない）する。"
2019_nrs_19_pm009,"平成29年の日本の人口推計で10年前より増加しているのは老年人口（65歳以上）である。高齢化の進行により老年人口は増加を続けている。総人口は減少傾向、年少人口（0〜14歳）と生産年齢人口（15〜64歳）も少子化により減少している。高齢化率の上昇は日本の重要な人口問題である。"
2019_nrs_19_pm010,"医療法に規定されている診療所とは、患者を入院させるための施設を有しないもの、または19人以下の患者を入院させるための施設を有するものをいう。20人以上の入院施設を有するものは病院に分類される。この区分は医療法の基本的な規定であり、頻出事項である。"
2019_nrs_19_pm011,"大腸で主に吸収されるのは水分である。小腸で消化吸収されなかった内容物から大腸が水分と電解質を吸収し、便を形成する。脂質、糖質、蛋白質は主に小腸で消化・吸収される。大腸の水分吸収機能が低下すると下痢が生じ、過剰な吸収は便秘の原因となる。"
2019_nrs_19_pm012,"三叉神経（第V脳神経）の機能は顔面の知覚である。三叉神経は眼神経・上顎神経・下顎神経の3枝に分かれ、顔面の感覚を司る。視覚は視神経（第II）、眼球の運動は動眼神経（第III）・滑車神経（第IV）・外転神経（第VI）、表情筋の運動は顔面神経（第VII）の機能である。"
2019_nrs_19_pm013,"脂肪分解酵素はリパーゼである。リパーゼは膵臓から分泌され、脂肪（トリグリセリド）をグリセロールと脂肪酸に分解する。ペプシンは胃で蛋白質を分解する酵素。マルターゼは麦芽糖をグルコースに分解する酵素。ラクターゼは乳糖をグルコースとガラクトースに分解する酵素である。"
2019_nrs_19_pm014,"尿ケトン体が陽性になる疾患は糖尿病である。糖尿病（特に1型）ではインスリン不足により糖の利用が障害され、代わりに脂肪が分解される。脂肪酸のβ酸化が亢進し、ケトン体（アセト酢酸、β-ヒドロキシ酪酸、アセトン）が産生される。肝硬変は肝機能障害、尿路感染症は尿中白血球増加、ネフローゼ症候群は尿蛋白陽性が特徴的所見である。"
2019_nrs_19_pm015,"下痢によって生じやすい電解質異常は低カリウム血症である。腸液にはカリウムが多く含まれており、下痢により大量に喪失する。また、代謝性アシドーシスの代償としてカリウムが細胞外から細胞内へ移動する。低カリウム血症は筋力低下、不整脈、腸蠕動低下などを引き起こす重要な電解質異常である。"
2019_nrs_19_pm016,"意識レベルを評価するスケールはグラスゴー・コーマ・スケール（GCS）である。GCSは開眼反応（E）、言語反応（V）、運動反応（M）の3項目で意識レベルを数値化する。Borgスケールは自覚的運動強度、フェイススケールは痛みの評価、ブリストルスケールは便の性状を評価するスケールである。"
2019_nrs_19_pm017,"マズローの基本的欲求の階層構造で承認の欲求は「尊重されたい」である。承認の欲求（自尊欲求）には、他者からの尊敬や評価を受けたいという欲求が含まれる。「休息をとりたい」は生理的欲求、「他人と関わりたい」は所属と愛の欲求、「自分の能力を発揮したい」は自己実現の欲求に該当する。"
2019_nrs_19_pm018,"過呼吸とは1回換気量が増加した状態を指す。呼吸の深さが増大することで、分時換気量が過剰になる。吸気時に下顎が動くのは下顎呼吸（死戦期呼吸）の特徴。呼吸数が24/分以上は頻呼吸であり過呼吸とは異なる概念。呼吸リズムの不規則はチェーンストークス呼吸などの異常呼吸パターンである。"
2019_nrs_19_pm019,"患者とのコミュニケーションでは、否定的感情の表出を受けとめることが適切である。患者の怒りや悲しみなどの感情表出を受容することで、信頼関係の構築につながる。沈黙は患者の思考の整理に必要な時間であり、直後に会話を終えるべきではない。看護師の伝えたいことよりも患者の訴えを重視する。言語的表現だけでなく非言語的表現も重要である。"
2019_nrs_19_pm020,"入浴の温熱作用として末梢血管が拡張する。温熱により血管が拡張し、末梢の血流が増加する。その結果、筋緊張は低下（増加ではない）し、慢性疼痛は軽減（増強ではない）される。循環血液量は静水圧により増加（減少ではない）する。温熱作用によるリラクゼーション効果も重要である。"
2019_nrs_19_pm021,"標準予防策で感染源として取り扱うのは唾液である。標準予防策では、血液、体液（汗を除く）、分泌物、排泄物、損傷した皮膚、粘膜を感染性があるものとして取り扱う。唾液は体液に含まれる。汗は感染性がないものとして標準予防策の対象外である。爪や頭髪は体液ではないため対象外である。"
2019_nrs_19_pm022,"赤血球製剤の保存温度は2〜6℃が適切である。この温度範囲は冷蔵保存に該当し、赤血球の機能と品質を維持できる。凍結（-6〜-2℃）は赤血球を破壊する。室温（22〜26℃）では細菌増殖のリスクがある。血小板製剤は20〜24℃で振盪保存、新鮮凍結血漿は-20℃以下で保存するため、血液製剤ごとの保存条件を区別する必要がある。"
2019_nrs_19_pm023,"成人で1日の尿量が100mL以下の状態は無尿である。無尿は腎機能の重篤な障害を示す。乏尿は1日の尿量が400mL以下の状態。頻尿は排尿回数が増加した状態。希尿という用語は一般的には使用されない。正常な成人の1日尿量は約1,000〜1,500mLであり、無尿は緊急対応を要する状態である。"
