question_id,department,exam_year,exam_number,category,subcategory,subtopic,difficulty,question_text,choice_a,choice_b,choice_c,choice_d,choice_e,correct_answer,explanation,has_image,image_url,is_multi_select,source,created_at
2019_nrs_19_pm032,nursing,2019,32,12.神経機能,C.感覚器系の疾患の病態と診断・治療,聴覚障害（難聴、Ménière＜メニエール＞病）,3,Ménière＜メニエール＞病で正しいのはどれか。,伝音性難聴を伴う。,めまいは回転性である。,発作期に外科治療を行う。,蝸牛の機能は保たれている。,,B,,false,,false,notebooklm,2026-04-05T01:24:41.685Z
2019_nrs_19_pm033,nursing,2019,33,15.排泄機能,A.泌尿器系の疾患の病態と診断・治療,炎症性疾患（腎孟腎炎、膀脱炎）腫瘍（腎癌、尿管癌、膀脱癌） 腎・尿路結石,3,成人の急性腎盂腎炎で正しいのはどれか。,男性に多い。,両腎性が多い。,初尿を用いて細菌培養を行う。,原因菌はGram＜グラム＞陰性桿菌が多い。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.685Z
2019_nrs_19_pm034,nursing,2019,34,4.社会保険制度の基本,B.医療保険制度,被用者保険、国民健康保険公費医療制度,3,国民健康保険で正しいのはどれか。,被用者保険である。,保険者は国である。,高額療養費制度がある。,保険料は加入者の年齢で算出する。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.685Z
2019_nrs_19_pm035,nursing,2019,35,5.社会福祉の基本,G.高齢者に関する制度,高齢者虐待の防止、高齢者の養護者に対する支援等に関する法律＜高齢者虐待防止法＞,3,高齢者の虐待防止、高齢者の養護者に対する支援等に関する法律＜高齢者虐待防止法＞で、措置された高齢者が入所する社会福祉施設はどれか。,有料老人ホーム,特別養護老人ホーム,高齢者生活福祉センター,サービス付き高齢者向け住宅,,B,,false,,false,notebooklm,2026-04-05T01:24:41.685Z
2019_nrs_19_pm036,nursing,2019,36,6.健康と公衆衛生,D.健康に関する指標に基づく公衆衛生,死亡（死産、周産期死亡、乳児死亡を含む）、死因,3,母子保健統計の算出方法で出生数を分母としているのはどれか。,妊娠満22週以後の死産率,周産期死亡率,乳児死亡率,死産率,,C,,false,,false,notebooklm,2026-04-05T01:24:41.685Z
2019_nrs_19_pm037,nursing,2019,37,9.保健活動の基盤と制度,A.地域保健,健康増進法,3,健康増進法に基づき実施されるのはどれか。,受療行動調査,特定保健指導,アレルギー疾患対策,受動喫煙の防止対策,,D,,false,,false,notebooklm,2026-04-05T01:24:41.685Z
2019_nrs_19_pm038,nursing,2019,38,1.看護の基本となる概念,D.看護における倫理,患者の権利と擁護,3,判断能力のある成人患者へのインフォームド・コンセントにおける看護師の対応で適切なのはどれか。,患者の疑問には専門用語を用いて回答する。,今後の治療に関しては医療者に任せるように話す。,治療方針への同意は撤回できないことを説明する。,納得ができるまで医師からの説明が受けられることを伝える。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.685Z
2019_nrs_19_pm039,nursing,2019,39,3.看護における基本技術,C.看護過程,アセスメント,3,看護過程における情報の分析はどれか。,脱水状態である。,尿比重は1.030である。,痛みは1～10の尺度で8である。,左腓骨骨折によるシーネ固定をしている。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.685Z
2019_nrs_19_pm040,nursing,2019,40,3.神経系,B.中枢神経系の構造と機能,反射,3,第2～第4腰髄の障害を確認する方法で適切なのはどれか。,輻輳反射,膝蓋腱反射,Barré＜バレー＞徴候,Trendelenburg＜トレンデレンブルグ＞徴候,,B,,false,,false,notebooklm,2026-04-05T01:24:41.685Z
2019_nrs_19_pm041,nursing,2019,41,6.慢性疾患がある患者と家族の看護,C.セルフケア・自己管理を促進する看護,自己効力感、エンパワメント,3,成人のセルフケア行動に関する学習を促進するのはどれか。,自己効力感,パターナリズム,プレパレーション,ノンコンプライアンス,,A,,false,,false,notebooklm,2026-04-05T01:24:41.685Z
2019_nrs_19_pm042,nursing,2019,42,4.日常生活援助技術,C.排泄,自然な排泄が困難な人への援助,3,成人女性に膀胱留置カテーテルを挿入する方法で適切なのはどれか。,水溶性の滅菌潤滑剤を用いる。,カテーテルは外尿道口から15cm挿入する。,固定用バルーンを膨らませた後、尿の流出を確認する。,固定用バルーンにはクロルヘキシジングルコン酸塩液を注入する。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.685Z
2019_nrs_19_pm043,nursing,2019,43,4.日常生活援助技術,B.食事と栄養,経静脈栄養法,3,中心静脈栄養法＜TPN＞で高カロリー輸液を用いる際に、起こりやすい合併症はどれか。,高血圧,高血糖,末梢静脈炎,正中神経麻痺,,B,,false,,false,notebooklm,2026-04-05T01:24:41.685Z
2019_nrs_19_pm044,nursing,2019,44,5.診療に伴う看護技術,E.救命救急処置,自動体外式除細動器<AED>,3,成人に自動体外式除細動器＜AED＞を使用する際の電極パッドの貼付で正しいのはどれか。,小児用電極パッドが代用できる。,右前胸部に縦に並べて貼付する。,貼付部の発汗は貼付前に拭き取る。,経皮吸収型テープ剤の上に貼付する。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm045,nursing,2019,45,5.診療に伴う看護技術,B.皮膚・創傷管理,褥瘡の予防と治癒の促進,3,Braden＜ブレーデン＞スケールの評価項目で正しいのはどれか。,湿　潤,循　環,体　圧,年　齢,,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm046,nursing,2019,46,6.看護の役割と機能,B.保健・医療・福祉の連携と継続看護,保健・医療・福祉のチームにおける看護職の役割と機能,3,医療施設において、患者の入院から退院までの看護を1人の看護師が継続して責任をもつことを重視した看護体制はどれか。,機能別看護方式,患者受け持ち方式,チームナーシングシステム,プライマリナーシングシステム,,D,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm047,nursing,2019,47,2.成人における健康の保持・増進や疾病の予防,A.生活習慣に関連する健康課題,健康問題の現状と推移健康行動、保健行動,3,平成29年（2017年）の国民健康・栄養調査における成人の生活習慣の特徴で正しいのはどれか。,朝食の欠食率は40歳代が最も多い。,運動習慣のある人の割合は30歳代が最も多い。,1日の平均睡眠時間は6時間以上7時間未満が最も多い。,習慣的に喫煙している人の割合は10年前に比べて増加している。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm048,nursing,2019,48,6.慢性疾患がある患者と家族の看護,C.セルフケア・自己管理を促進する看護,自己管理支援、セルフケア支援,3,慢性疾患をもつ成人の自己管理を促進する援助はどれか。,行動の習慣化を促す。,医療者が患者の目標を設定する。,結果を優先して評価することを促す。,うまくいかない行動に目を向けるよう促す。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm049,nursing,2019,49,10.呼吸機能障害のある患者の看護,B.検査・処置を受ける患者への看護,気管支鏡検査,3,気管支鏡検査を受ける成人患者への援助で正しいのはどれか。,検査の予約の際に抗凝固薬の内服の有無を確認する。,検査の1時間前から飲食しないように指導する。,検査中の咳は我慢しなくてよいと指導する。,検査後は肺気腫の症状に注意する。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm050,nursing,2019,50,11.免疫機能,B.アレルギー性疾患の病態と診断・治療,アナフィラキシーショック,3,"ラテックス製手袋を着用した直後に口唇・手足のしびれと喉頭の違和感を自覚した。,,
原因となる病態はどれか。",Ⅰ型アレルギー,Ⅱ型アレルギー,Ⅲ型アレルギー,Ⅳ型アレルギー,,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm051,nursing,2019,51,18.感覚機能障害のある患者の看護,C.治療を受ける患者への看護,眼底光凝固療法網膜剥離手術,3,"Aさん（59歳、女性）は裂孔原性網膜剝離と診断され、硝子体手術の際に硝子体腔中にガス注入を受けた。,,
手術直後、病室での体位で適切なのはどれか。",坐　位,腹臥位,仰臥位,側臥位,,B,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm052,nursing,2019,52,18.感覚機能障害のある患者の看護,B.検査・処置を受ける患者への看護,眼底検査,3,散瞳薬を用いて眼底検査を受ける成人患者への対応で適切なのはどれか。,検査中は室内を明るくする。,散瞳薬の点眼は検査直前に行う。,検査前に緑内障の有無を確認する。,検査後1時間で自動車の運転が可能になると説明する。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm053,nursing,2019,53,19.運動機能障害のある患者の看護,D.病期や機能障害に応じた看護,関節リウマチ,3,関節リウマチで長期にわたりメトトレキサートを服用している患者の副作用＜有害事象＞で適切なのはどれか。,便　秘,不整脈,聴力障害,間質性肺炎,,D,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm054,nursing,2019,54,1.高齢者の理解の基本となる概念,C.高齢者のいる家族の理解,家族構成とニーズの変化,3,平成28年（2016年）の国民生活基礎調査で、要介護者等との続柄別にみた主な介護者の構成割合のうち、「同居の家族」が占める割合に最も近いのはどれか。,20％,40％,60％,80％,,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm055,nursing,2019,55,3.高齢者の健康,B.老年期における身体機能の変化,泌尿器系,3,老化によって減少または低下するのはどれか。,重心の動揺,糸球体の数,嗅覚の閾値,前立腺の重量,,B,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm056,nursing,2019,56,4.老年看護の基本,B.老年看護の倫理,高齢者差別（スティグマ、エイジズム）,3,高齢者に対するエイジズムの説明で適切なのはどれか。,年齢にとらわれないこと,加齢に伴う心身機能の変化,高齢という理由で不当な扱いをすること,老化に関連した遺伝子によって引き起こされる現象,,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm057,nursing,2019,57,5.高齢者の生活を支える看護,D.高齢者の排泄の特徴と援助,便秘、下痢,3,"Aさん（90歳、女性）は、認知症で要介護3。デイサービスの送迎の際に、同居している娘から「食事は家族と同じものを食べていたのですが、昨日から下痢が続いています。発熱はなく、元気はあります」と看護師に話があった。デイサービスでは午前中に不消化便が1回あり、おむつ交換の際に、肛門周囲の発赤がみられた。,,
Aさんへの対応で適切なのはどれか。",腹部マッサージを行う。,経口補水液の摂取を促す。,食物繊維を多く含む食事にする。,石けんを使って肛門周囲を洗う。,,B,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm058,nursing,2019,58,2.子どもの成長・発達,B.子どもの成長・発達のアセスメント,バイタルサインの測定身体計測,3,乳児の安静時におけるバイタルサインで基準値から逸脱しているのはどれか。,体　温　37.0℃,呼吸数　35/分,心拍数　60/分,血　圧　88/60mmHg,,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm059,nursing,2019,59,5.社会福祉の基本,F.児童に関する制度,児童虐待の防止等に関する法律＜児童虐待防止法＞,3,平成28年度（2016年度）の福祉行政報告例における児童虐待で正しいのはどれか。,主たる虐待者は実父が最も多い。,性的虐待件数は身体的虐待件数より多い。,児童虐待相談件数は5年間横ばいである。,心理的虐待件数は5年前に比べて増加している。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm060,nursing,2019,60,9.エンド・オブ・ライフ＜ end-of-life ＞にある子どもと家族への看護,B.子どもと家族への緩和ケア,子どもの死を看取る家族の反応,3,"Aちゃん（5歳、女児）は、インフルエンザ脳症の終末期である。Aちゃんに意識はなく、付き添っている母親は「私がもっと早く病院に連れて来ればこんなことにならなかったのに」と病室で泣いている。,,
Aちゃんの母親への対応で適切なのはどれか。",母親に受診が遅くなった状況を聞く。,母親がAちゃんに対してできるケアを提案する。,病気で亡くなった子どもの親の会を母親に紹介する。,母親が泣いている間はAちゃんの病室に居ることができないと母親に説明する。,,B,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm061,nursing,2019,61,1.社会・家族機能と生活基盤の変化,B.家族機能の変化,出生、死亡,3,平成28年（2016年）の人口動態統計における日本の出生で正しいのはどれか。,出生数は過去10年で最低である。,出生数は100万人を上回っている。,合計特殊出生率は過去10年で最低である。,第1子出生時の母の平均年齢は30歳未満である。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm062,nursing,2019,62,3.女性のライフサイクル各期における看護,C.更年期・老年期女性の健康と看護,ホルモンの変化,3,エストロゲン低下によって更年期の女性に起こるのはどれか。,骨量の低下,内臓脂肪の減少,脳血流量の増加,HDLコレステロールの上昇,,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm063,nursing,2019,63,5.分娩期の看護,A.正常な分娩の経過と分娩期の異常,陣痛、産痛、陣痛異常（微弱陣痛、過強陣痛）破水、前期破水,3,"順調に分娩が進行している産婦から「膣から水っぽいものが流れ、下着が濡れた」と看護師に訴えがあった。流出したものを確認すると、量は少量で、羊水特有の臭いを認めた。,,
その時の産婦への対応で優先されるのはどれか。",更衣を促す。,体温を測定する。,食事摂取を勧める。,胎児心拍数を確認する。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm064,nursing,2019,64,7.早期新生児期の看護,B.早期新生児期のアセスメント,神経学的状態,3,"新生児の反応の図を示す。,,
Moro＜モロー＞反射はどれか。",&#160;,&#160;,&#160;,&#160;,,C,,true,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm065,nursing,2019,65,1.精神保健の基本,B.心の機能と発達,防衛機制,3,飲酒したい欲求を抑圧した人が、酩酊状態の人の行動を必要以上に非難する防衛機制はどれか。,昇　華,転　換,合理化,反動形成,,D,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm066,nursing,2019,66,1.精神保健の基本,D.危機＜クライシス＞,危機介入,3,"アギュララ,D.C.が提唱した危機＜クライシス＞を回避する要因で正しいのはどれか。",情緒的サポート,適切な対処機制,問題志向のコーピング,ソーシャルインクルージョン,,B,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm067,nursing,2019,67,1.精神保健の基本,A.精神の健康の概念,精神障害の一次予防・二次予防・三次予防,3,精神障害の三次予防の内容で適切なのはどれか。,うつ病患者の復職支援,住民同士のつながりの強化,精神保健に関する問題の早期発見,ストレス関連障害の発症予防に関する知識の提供,,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm068,nursing,2019,68,2.主な精神疾患・障害の特徴と看護,G.パーソナリティ障害,臨床検査および心理検査と看護薬物療法と看護,3,成人期早期に、見捨てられることに対する激しい不安、物質乱用や過食などの衝動性、反復する自傷行為、慢性的な空虚感、不適切で激しい怒りがみられ、社会的、職業的に不適応を生じるのはどれか。,回避性人格＜パーソナリティ＞障害,境界性人格＜パーソナリティ＞障害,妄想性人格＜パーソナリティ＞障害,反社会性人格＜パーソナリティ＞障害,,B,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm069,nursing,2019,69,6.精神保健医療福祉の変遷と法や施策,C.精神保健及び精神障害者福祉に関する法律＜精神保健福祉法＞の運用,入院形態,3,医療保護入院で正しいのはどれか。,入院の期間は72時間に限られる。,患者の家族等の同意で入院させることができる。,2人以上の精神保健指定医による診察の結果で入院となる。,精神障害のために他人に害を及ぼすおそれが明らかな者が対象である。,,B,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm070,nursing,2019,70,7.リハビリテーションの特徴と看護,E.患者の社会参加への支援,就労条件・環境の調整,3,"Aさん（55歳、男性）は、妻と2人暮らし。建築士として主にデスクワークの仕事を行っていた。脊髄損傷のため下半身の不完全麻痺となり、リハビリテーション専門の病院へ転院した。電動車椅子を用いて室内の動作は自立できるようになった。退院調整部門の看護師との面接でAさんから「元の職場に戻りたい」と話があった。,,
Aさんの自己決定を支援する看護師の助言で適切なのはどれか。",「元の職場の仕事を在宅勤務に変更しましょう」,「デスクワークなので職場復帰は可能と思います」,「職場復帰にあたりAさんが課題と思うことを整理しましょう」,「元の職場にこだわらずAさんの障害にあった職場を探しましょう」,,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm071,nursing,2019,71,4.地域・在宅看護実践をめぐる制度の概要,A.訪問看護制度の理解,訪問看護の対象と提供方法,3,訪問看護事業所で正しいのはどれか。,24時間対応が義務付けられている。,自宅以外への訪問看護は認められない。,特定非営利活動法人＜NPO＞は事業所を開設できる。,従事する看護師は臨床経験3年以上と定められている。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm072,nursing,2019,72,7.在宅療養生活を支える看護,B.在宅療養者の食事・栄養を支えるケア,口腔ケア,3,"Aさん（78歳、男性）は、妻（75歳）と2人暮らし。脳梗塞の既往がある。妻から「最近、夫は食事をむせずに食べることができるが、口の中に食べ物が残っていることが多い。夫の食事について助言が欲しい」と訪問看護師に相談があった。,,
妻への訪問看護師の助言で適切なのはどれか。",「食事にとろみをつけましょう」,「自助具を使って食事をしましょう」,「口に入れる1回量を少なくしましょう」,「食事前に舌の動きを促す運動をしましょう」,,D,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm073,nursing,2019,73,6.症状・疾患・治療に応じた地域・在宅看護,C.主な治療等に応じた在宅看護,人工的水分・栄養補給法＜AHN＞褥癒予防・管理,3,皮下埋込みポートを用いた在宅中心静脈栄養法＜HPN＞で適切なのはどれか。,抜針して入浴することができる。,24時間持続する注入には適さない。,同居の家族がいることが必須条件である。,外出時に輸液ポンプを使うことはできない。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm074,nursing,2019,74,1.看護におけるマネジメント,E.医療安全を維持する仕組みと対策,医療事故・インシデントレポートの分析と活用,3,与薬の事故防止に取り組んでいる病院の医療安全管理者が行う対策で適切なのはどれか。,与薬の業務プロセスを見直す。,医師に口頭での与薬指示を依頼する。,病棟ごとに与薬マニュアルを作成する。,インシデントを起こした職員の研修会を企画する。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm075,nursing,2019,75,2.災害と看護,B.災害各期の特徴と看護,災害各期における要支援者を含むすべての被災者への看護,3,"Aさん（55歳、女性）は、1人暮らし。Aさんには視覚障害があり、光と輪郭がぼんやりわかる程度である。食事の準備や室内の移動は自立している。震度6の地震が発生した。Aさんは、避難所に指定されたバリアフリーの公民館に近所のBさんと避難した。公民館には複数の部屋がある。避難所の開設初日に医療救護班として看護師が派遣された。,,
避難所生活を開始するAさんへの看護師の対応で適切なのはどれか。",BさんをAさんの介助者とする。,Aさんの肩に触れてから声をかける。,Aさんにはトイレに近い部屋を割りあてる。,移動するときはAさんの手を引っ張って誘導する。,,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm076,nursing,2019,76,2.災害と看護,B.災害各期の特徴と看護,災害時の被災者・支援者の身体反応と心理過程,3,"朝9時に大規模地震が発生した。病棟の患者と職員の安全は確認できた。病棟内の壁や天井に破損はなかったが、病院は、停電によって自家発電装置が作動した。,,
病棟の看護師長が行う対応で適切なのはどれか。",災害対策本部を設置する。,災害時マニュアルを整備する。,隣接する病棟に支援を要請する。,スタッフに避難経路の安全確認を指示する。,,D,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm077,nursing,2019,77,3.国際化と看護,B.グローバルな社会における看護,看護の対象となる人々（在留外国人、在外日本人、帰国日本人、国際協力活動を必要とする人々）の健康課題,3,"Aさん（28歳、男性）。海外出張で訪れたアフリカ地域から帰国後1週に39℃の発熱と解熱を繰り返すため外来を受診した。腹部症状は特にない。,,
予測される感染症はどれか。",マラリア,コレラ,赤　痢,破傷風,,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm078,nursing,2019,78,5.看護に関わる基本的法律,A.保健師助産師看護師法,保健師・助産師・看護師の業務,3,看護師の特定行為で正しいのはどれか。,診療の補助である。,医師法に基づいている。,手順書は看護師が作成する。,特定行為を指示する者に歯科医師は含まれない。,,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm079,nursing,2019,79,6.循環器系,B.血管系の構造と機能,門脈系,3,"（　）の組織を還流した血液は心臓に戻る前に肝臓を通過する。,,
（　）に入るのはどれか。",舌,食　道,小　腸,腎　臓,下　肢,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm080,nursing,2019,80,10.呼吸器系,D.呼吸,換気,3,"「安静時呼吸」、「深呼吸」、「徐々に深くなっていく呼吸」に伴う肺容量の変化を図に示す。,,
肺活量を示すのはどれか。",①,②,③,④,⑤,E,,true,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm081,nursing,2019,81,12.代謝系,B.物質代謝,栄養素の代謝,3,健常な成人において、血液中のグルコース濃度が低下した時に、グルカゴンの働きでグリコゲンを分解してグルコースを生成し、血液中に放出するのはどれか。,肝　臓,骨格筋,脂肪組織,心　臓,膵　臓,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm082,nursing,2019,82,19.運動機能障害のある患者の看護,B.検査・処置を受ける患者への看護,関節可動域＜ROM＞検査徒手筋力テスト＜MMT＞脊髄造影、椎間板造影神経ブロック,3,"関節運動はないが筋収縮が認められる場合、徒手筋力テストの結果は（　）/5と表記する。,,
（　）に入るのはどれか。",1,2,3,4,5,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm083,nursing,2019,83,"""※各小項目の共通の中項目",,,3,加齢黄斑変性の症状はどれか。,羞　明,霧　視,飛蚊症,眼圧の亢進,中心視野の欠損,E,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm084,nursing,2019,84,13.皮膚機能,A.皮膚の疾患の病態と診断・治療,感染性疾患（帯状疱疹、蜂腐織炎、白癬、カンジダ症、所癬）,3,高齢者が共同生活をする施設で、感染の拡大予防のために個室への転室などの対応を必要とするのはどれか。,白　癬,帯状疱疹,蜂窩織炎,角化型疥癬,皮膚カンジダ症,D,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm085,nursing,2019,85,2.子どもの成長・発達,C.小児期における成長・発達の特徴,泌尿器系,3,3歳児の排泄行動の発達に該当するのはどれか。,夜尿をしなくなる。,尿意を自覚し始める。,排便後の後始末ができる。,トイレに行くまで排尿を我慢できる。,遊びに夢中になっても排尿の失敗がなくなる。,D,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm086,nursing,2019,86,11.免疫機能,A.自己免疫疾患の病態と診断・治療,全身性エリテマトーデス＜SLE＞関節リウマチ,3,全身性エリテマトーデス＜SLE＞で正しいのはどれか。2つ選べ。,遺伝素因の関与が大きい。,発症には男性ホルモンが関与する。,中枢神経症状は生命予後に影響する。,Ⅰ型アレルギーによる免疫異常である。,適切に治療しても5年生存率は50％である。,A,C,,false,,true,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm087,nursing,2019,87,4.救急看護、クリティカルケア,B.救急看護・クリティカルケアの基本,外傷・熱傷・中毒の応急処置 熱中症・低体温症への応急処置,3,大量の輸液が必要と考えられる救急患者はどれか。2つ選べ。,前額部の切創で出血している。,オートバイ事故で両大腿が変形している。,プールの飛び込み事故で四肢が動かない。,デスクワーク中に胸が苦しいと言って倒れている。,火事で顔面、胸腹部、背部および両上肢にⅡ度の熱傷を負っている。,B,E,,false,,true,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm088,nursing,2019,88,7.栄養の摂取・消化・吸収・代謝機能,B .上部消化管の疾患の病態と診断・治療,炎症性疾患(逆流性食道炎、急性胃炎、慢性胃炎、ヘリコバクターピロリ感染症),3,胃食道逆流症で正しいのはどれか。2つ選べ。,青年期に多い。,高脂肪食の摂取を勧める。,食後は左側臥位で休息する。,下部食道括約筋の弛緩が関与する。,H<sub>2</sub>受容体拮抗薬によって自覚症状が緩和する。,D,E,,false,,true,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm089,nursing,2019,89,3.小児各期における健康増進のための子どもと家族への看護,H.問題行動の防止,自殺の防止,3,健やか親子21（第2次）の基盤課題Bのうち、学童期・思春期の課題の指標となっているのはどれか。2つ選べ。,十代の喫煙率,十代の自殺死亡率,十代の定期予防接種の接種率,児童・生徒における不登校の割合,児童・生徒におけるむし歯（う歯）の割合,A,B,,false,,true,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm090,nursing,2019,90,5.診療に伴う看護技術,D.輸液・輸血管理,輸液・輸血の管理方法,3,"1,500mLの輸液を朝9時からその日の17時にかけて点滴静脈内注射で実施する。,,
20滴で1mLの輸液セットを用いた場合の1分間の滴下数を求めよ。,,
ただし、小数点以下の数値が得られた場合には、小数点以下第1位を四捨五入すること。,,
,,
システムの都合上選択肢を表示できません。各自で0～9の数字を組合せて回答してください。,,
,,
解答：①②滴/分",x,x,x,x,,,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm091,nursing,2019,91,15.内分泌機能障害のある患者の看護,B.検査・処置を受ける患者への看護,ホルモン血中・尿中濃度測定,3,Aさんの甲状腺腫瘍の確定診断に必要な検査はどれか。,血中サイログロブリン値検査,頸部エックス線撮影,穿刺吸引細胞診,頸部CT,,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm092,nursing,2019,92,15.内分泌機能障害のある患者の看護,C.治療を受ける患者への看護,甲状腺切除術,3,"検査の結果、Aさんは甲状腺乳頭癌であり、甲状腺全摘出術を受けることになった。Aさんは、手術前オリエンテーションの際「手術後にどんな症状が起こりやすいのか教えてください」と話した。,,
この時のAさんへの看護師の説明で適切なのはどれか。",「手がつる感じがあります」,「目が閉じにくくなります」,「声が出なくなります」,「唾液が多くなります」,,A,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm093,nursing,2019,93,15.内分泌機能障害のある患者の看護,D.病期や機能障害に応じた看護,腫瘍（甲状腺癌、下垂体腫瘍）,3,"Aさんは、手術後に甲状腺ホルモン製剤、カルシウム製剤、ビタミンD製剤の内服が開始され、手術後1週で退院することになった。Aさんは「退院後の生活で気を付けることを教えてください。私は35歳ですし、夫と年が離れているため、できるだけ早く子どもが欲しいと思っています」と話している。,,
看護師が行うAさんへの1か月後の受診までの生活指導で適切なのはどれか。",「運動は控えましょう」,「1年間は妊娠を控えましょう」,「海藻類の摂取に制限はありません」,「飲酒量は入院前と同じでよいです」,,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm094,nursing,2019,94,12.消化・吸収機能障害のある患者への看護,A.原因と障害の程度のアセスメントと看護,胆汁分泌障害,3,Aさんの病態で正しいのはどれか。,急性胃炎,急性腎不全,閉塞性黄疸,溶血性貧血,,C,,false,,false,notebooklm,2026-04-05T01:24:41.686Z
2019_nrs_19_pm095,nursing,2019,95,12.消化・吸収機能障害のある患者への看護,B.検査・処置を受ける患者への看護,内視鏡的逆行性胆管膵管造影＜ERCP＞,3,Aさんは、緊急で内視鏡的逆行性胆管膵管造影＜ERCP＞を受ける方針となった。検査前に看護師が行う説明で正しいのはどれか。2つ選べ。,「のどに麻酔をします」,「磁力を使った検査です」,「造影剤を静脈から投与します」,「検査は仰向けで行います」,「検査後の合併症に膵炎があります」,A,E,,false,,true,notebooklm,2026-04-05T01:24:41.686Z
